epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
126,8089.84,1.17819,0.62632,0.9945,0.90323,0.79311,0.818,0.65198,1.23933,0.68873,1.20787,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,8154.3,1.1516,0.61363,0.99215,0.90548,0.79637,0.82437,0.64642,1.23993,0.68443,1.21054,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,8220.97,1.12751,0.61135,1.00113,0.90235,0.79962,0.82179,0.64882,1.23001,0.68494,1.19843,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,8286.48,1.15526,0.61842,0.99721,0.90038,0.78471,0.81144,0.64736,1.23094,0.68179,1.2022,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,8351.68,1.14659,0.62309,0.99602,0.93364,0.76619,0.81417,0.64316,1.23277,0.68558,1.20201,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,8418,1.12135,0.60104,0.99395,0.92434,0.78233,0.82646,0.63812,1.23642,0.68712,1.20193,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,8486.31,1.08234,0.58454,0.99417,0.93042,0.77226,0.81644,0.63953,1.23394,0.69337,1.19687,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,8553.6,1.11615,0.60783,0.995,0.92253,0.77998,0.81489,0.63497,1.24449,0.7099,1.2169,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,8623.78,1.13381,0.61011,0.99524,0.90345,0.78668,0.82013,0.64159,1.24557,0.72418,1.20529,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,8691.34,1.11578,0.59789,0.98717,0.89227,0.78139,0.81705,0.64542,1.22949,0.709,1.20236,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,8758.55,1.14572,0.60996,0.99274,0.90911,0.77695,0.81585,0.65137,1.22172,0.73324,1.18804,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,8826.63,1.13599,0.60588,0.98646,0.89627,0.79052,0.81613,0.64962,1.21148,0.70995,1.17559,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,8896.59,1.10983,0.59111,0.98687,0.91158,0.77429,0.81735,0.65813,1.20954,0.71507,1.17652,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,8965.65,1.12928,0.60546,0.99073,0.91618,0.78094,0.8154,0.66158,1.22376,0.7094,1.19539,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,9034.19,1.09688,0.59278,0.9864,0.91553,0.77599,0.82176,0.66067,1.21772,0.70543,1.1859,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,9102.27,1.08873,0.58567,0.99251,0.87835,0.78404,0.83043,0.65693,1.21676,0.68809,1.19364,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,9170.57,1.11997,0.59293,0.98234,0.86739,0.78415,0.81093,0.6388,1.23294,0.68332,1.20641,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,9238.35,1.09132,0.59043,0.98684,0.91955,0.77519,0.81414,0.64565,1.23262,0.66987,1.21217,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,9305.03,1.12172,0.59609,0.98095,0.92529,0.7735,0.82158,0.65841,1.22473,0.68729,1.20582,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,9372.03,1.1051,0.59628,0.9874,0.92498,0.78006,0.81703,0.65175,1.22538,0.68493,1.20702,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,9440.91,1.10161,0.58715,0.97995,0.94022,0.77913,0.81007,0.6467,1.22873,0.69677,1.2033,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,9507.66,1.11885,0.59115,0.97932,0.92045,0.77857,0.81595,0.6579,1.22807,0.68522,1.21385,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,9573.79,1.1167,0.59258,0.98108,0.86451,0.80098,0.81706,0.65933,1.21737,0.69125,1.19722,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,9640.25,1.14171,0.60162,0.97434,0.89716,0.79338,0.81749,0.65554,1.21007,0.70987,1.18824,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,9706.76,1.11999,0.59941,0.97864,0.90385,0.78589,0.813,0.65935,1.21201,0.69189,1.18529,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,9772.11,1.10927,0.58553,0.97574,0.89935,0.7923,0.80936,0.65353,1.23081,0.68852,1.22151,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,9839.87,1.06412,0.56911,0.98102,0.91006,0.78725,0.81652,0.65417,1.2327,0.70821,1.21366,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,9907.99,1.0689,0.57027,0.97927,0.9057,0.79016,0.81301,0.64566,1.23652,0.72728,1.21898,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,9975.16,1.06592,0.56921,0.97833,0.9156,0.7847,0.81566,0.65142,1.23487,0.72865,1.21561,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,10040.3,1.0756,0.57752,0.98286,0.90247,0.78554,0.82002,0.6559,1.2369,0.70333,1.22486,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,10107.6,1.10572,0.58779,0.97283,0.90162,0.78495,0.81869,0.65137,1.23994,0.67987,1.23446,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,10177.4,1.09839,0.57857,0.97655,0.89965,0.7906,0.82267,0.65572,1.22734,0.69209,1.21173,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,10246.7,1.07739,0.57287,0.97209,0.90451,0.79215,0.82343,0.65574,1.22875,0.7025,1.20912,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,10316,1.03991,0.55445,0.97516,0.91687,0.78693,0.82021,0.65447,1.22376,0.69143,1.21377,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,10384.5,1.10205,0.58152,0.9668,0.91776,0.78713,0.81594,0.65967,1.22053,0.68281,1.21476,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,10451.8,1.08128,0.57178,0.9711,0.932,0.77563,0.8152,0.66109,1.22666,0.68157,1.22776,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,10519.2,1.05406,0.56594,0.97687,0.92406,0.78461,0.81668,0.65452,1.22573,0.69076,1.21897,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,10586.2,1.06412,0.56759,0.96819,0.92178,0.77746,0.81343,0.65128,1.22752,0.6854,1.22447,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,10653,1.0735,0.56135,0.96552,0.93489,0.77841,0.8181,0.6593,1.23372,0.67114,1.23199,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,10719.4,1.08763,0.57078,0.96402,0.9322,0.78838,0.82042,0.66265,1.22063,0.66247,1.21716,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,10785,1.07891,0.57477,0.9661,0.93222,0.78983,0.82089,0.65852,1.21813,0.66936,1.21558,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,10850.3,1.06338,0.56312,0.96608,0.93962,0.78665,0.82258,0.65709,1.22417,0.68802,1.22389,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,10915.3,1.04426,0.55349,0.96824,0.92788,0.79049,0.81966,0.65814,1.23353,0.69218,1.23197,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,10981.2,1.07125,0.56475,0.96474,0.93548,0.79509,0.82042,0.66069,1.22445,0.68193,1.22581,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,11046.3,1.0506,0.55535,0.96917,0.94254,0.79219,0.82457,0.66153,1.21626,0.6778,1.21438,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,11111.7,1.04454,0.55309,0.96318,0.92155,0.79392,0.82211,0.66212,1.21343,0.68414,1.20856,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,11176.3,1.0484,0.55655,0.96318,0.93267,0.79026,0.82248,0.66491,1.21093,0.68032,1.21092,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,11241.5,1.05925,0.55345,0.96316,0.94353,0.79229,0.82164,0.65896,1.21016,0.67222,1.21342,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,11307.1,1.03077,0.54374,0.96415,0.94537,0.79003,0.82016,0.65469,1.20835,0.67048,1.20852,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,11372.7,1.02386,0.54339,0.96734,0.95239,0.78818,0.8225,0.65933,1.20233,0.66731,1.19908,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,11439.1,1.06299,0.55417,0.96299,0.92121,0.79563,0.82303,0.66316,1.19638,0.67182,1.19209,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,11504.2,1.04177,0.54804,0.96064,0.92326,0.79536,0.82212,0.65938,1.19737,0.66719,1.19206,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,11568.9,1.08235,0.56758,0.95554,0.92289,0.80003,0.82196,0.6632,1.19688,0.67169,1.19295,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,11634.5,1.04245,0.54758,0.96216,0.93721,0.78954,0.82318,0.66543,1.19973,0.675,1.19482,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,11700.8,1.05554,0.55591,0.95899,0.94429,0.78395,0.81944,0.66537,1.20078,0.68185,1.19485,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,11766.4,1.04065,0.54649,0.9574,0.93,0.79291,0.82182,0.66561,1.20248,0.68552,1.19645,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,11831.5,1.02818,0.54145,0.95953,0.93359,0.79178,0.82001,0.66429,1.20717,0.68878,1.20088,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,11896.5,1.03031,0.53669,0.95569,0.9468,0.7882,0.82219,0.66356,1.2045,0.68482,1.19925,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,11962.9,1.02982,0.53537,0.95614,0.94421,0.78914,0.82438,0.66803,1.19933,0.6772,1.19656,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,12029.1,1.04171,0.54325,0.95504,0.93924,0.79696,0.82547,0.6712,1.20043,0.67117,1.19679,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,12093.4,1.02854,0.53673,0.95535,0.93884,0.79802,0.82582,0.66796,1.20399,0.67044,1.20244,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,12160.2,1.03103,0.53825,0.95755,0.9417,0.79656,0.82519,0.66882,1.20417,0.66903,1.20612,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,12225.8,1.01836,0.53642,0.95577,0.93983,0.79486,0.8276,0.67137,1.20638,0.67185,1.20967,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,12290.4,0.99637,0.5234,0.95428,0.9397,0.79681,0.82851,0.67095,1.20389,0.66765,1.20747,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,12356,1.02978,0.53588,0.95482,0.93356,0.79998,0.82849,0.66437,1.20383,0.67075,1.20838,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,12419.1,1.05242,0.53335,0.95068,0.90794,0.79968,0.82793,0.66844,1.20865,0.6725,1.2171,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,12477.8,1.04763,0.52264,0.94301,0.92497,0.7849,0.82542,0.6695,1.20538,0.67453,1.21479,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,12535.8,1.03638,0.52236,0.93778,0.9165,0.78799,0.82646,0.67651,1.20235,0.66115,1.2148,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,12595.3,1.03469,0.51417,0.93399,0.92256,0.78269,0.82696,0.6714,1.20161,0.66093,1.21408,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,12653.8,1.04058,0.52001,0.94002,0.92293,0.78339,0.82717,0.67264,1.20358,0.66221,1.218,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,12711.8,1.04169,0.51955,0.93057,0.92087,0.78488,0.82662,0.67475,1.1992,0.66718,1.21371,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,12770.9,1.0258,0.51189,0.9332,0.92094,0.7849,0.82705,0.6705,1.19709,0.67074,1.21058,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,12828.8,1.03511,0.50718,0.93471,0.93304,0.79075,0.82752,0.67128,1.19526,0.67413,1.20906,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,12888.8,1.01245,0.50513,0.9381,0.93411,0.79116,0.82809,0.67317,1.19262,0.67574,1.20465,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,12948.3,1.02329,0.50479,0.93392,0.93497,0.79145,0.82806,0.67224,1.19063,0.67586,1.20366,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
